setup...ptcl num 
dens 0.249506 0.249506
dens 0.241842 0.241842
dens 0.249181 0.249181
dens 0.247134 0.247134
dens 0.252811 0.252811
dens 0.248618 0.248618
dens 0.265327 0.265327
dens 0.247124 0.247124
dens 0.244124 0.244124
dens 0.237625 0.237625
dens 0.251153 0.251153
dens 0.250713 0.250713
dens 0.254305 0.254305
dens 0.268408 0.268408
dens 0.244951 0.244951
dens 0.255098 0.255098
dens 0.25434 0.25434
dens 0.233251 0.233251
dens 0.246136 0.246136
dens 0.273108 0.273108
dens 0.247838 0.247838
dens 0.250903 0.250903
dens 0.250172 0.250172
dens 0.260047 0.260047
dens 0.245653 0.245653
dens 0.238099 0.238099
dens 0.234221 0.234221
dens 0.250634 0.250634
dens 0.241878 0.241878
dens 0.252943 0.252943
dens 0.266894 0.266894
dens 0.247919 0.247919
dens 0.248032 0.248032
dens 0.239033 0.239033
dens 0.249526 0.249526
dens 0.264709 0.264709
dens 0.250852 0.250852
dens 0.257908 0.257908
dens 0.241797 0.241797
dens 0.238642 0.238642
dens 0.264643 0.264643
dens 0.256417 0.256417
dens 0.256175 0.256175
dens 0.247969 0.247969
dens 0.250117 0.250117
dens 0.234052 0.234052
dens 0.25092 0.25092
dens 0.254948 0.254948
dens 0.254277 0.254277
dens 0.249865 0.249865
dens 0.251412 0.251412
dens 0.252942 0.252942
dens 0.244492 0.244492
dens 0.254001 0.254001
dens 0.262746 0.262746
dens 0.242479 0.242479
dens 0.262267 0.262267
dens 0.26503 0.26503
dens 0.248436 0.248436
dens 0.26127 0.26127
dens 0.237384 0.237384
dens 0.250422 0.250422
dens 0.232425 0.232425
dens 0.264037 0.264037
dens 0.239385 0.239385
dens 0.285738 0.285738
dens 0.260007 0.260007
dens 0.234511 0.234511
dens 0.244799 0.244799
dens 0.239357 0.239357
dens 0.244094 0.244094
dens 0.26296 0.26296
dens 0.245775 0.245775
dens 0.256562 0.256562
dens 0.26045 0.26045
dens 0.25752 0.25752
dens 0.25895 0.25895
dens 0.250087 0.250087
dens 0.237075 0.237075
dens 0.255904 0.255904
dens 0.266887 0.266887
dens 0.238199 0.238199
dens 0.251312 0.251312
dens 0.245462 0.245462
dens 0.253688 0.253688
dens 0.246415 0.246415
dens 0.255504 0.255504
dens 0.246113 0.246113
dens 0.242216 0.242216
dens 0.263799 0.263799
dens 0.244102 0.244102
dens 0.246649 0.246649
dens 0.254987 0.254987
dens 0.259318 0.259318
dens 0.249972 0.249972
dens 0.24509 0.24509
dens 0.249905 0.249905
dens 0.248959 0.248959
dens 0.247906 0.247906
dens 0.256185 0.256185
dens 0.243443 0.243443
dens 0.252803 0.252803
dens 0.265858 0.265858
dens 0.239006 0.239006
dens 0.262322 0.262322
dens 0.248411 0.248411
dens 0.245158 0.245158
dens 0.23831 0.23831
dens 0.257074 0.257074
dens 0.247335 0.247335
dens 0.25555 0.25555
dens 0.258662 0.258662
dens 0.260567 0.260567
dens 0.265891 0.265891
dens 0.245696 0.245696
dens 0.251309 0.251309
dens 0.272757 0.272757
dens 0.245233 0.245233
dens 0.250425 0.250425
dens 0.259856 0.259856
dens 0.266736 0.266736
dens 0.252244 0.252244
dens 0.247995 0.247995
dens 0.246102 0.246102
dens 0.260167 0.260167
dens 0.249219 0.249219
dens 0.253316 0.253316
dens 0.263556 0.263556
dens 0.247782 0.247782
dens 0.241648 0.241648
dens 0.255156 0.255156
dens 0.250347 0.250347
dens 0.237507 0.237507
dens 0.256698 0.256698
dens 0.266308 0.266308
dens 0.255762 0.255762
dens 0.229261 0.229261
dens 0.255587 0.255587
dens 0.247109 0.247109
dens 0.252808 0.252808
dens 0.251803 0.251803
dens 0.243085 0.243085
dens 0.261609 0.261609
dens 0.252716 0.252716
dens 0.250217 0.250217
dens 0.25686 0.25686
dens 0.241865 0.241865
dens 0.235324 0.235324
dens 0.234826 0.234826
dens 0.243921 0.243921
dens 0.257285 0.257285
dens 0.251081 0.251081
dens 0.244764 0.244764
dens 0.271073 0.271073
dens 0.235216 0.235216
dens 0.269598 0.269598
dens 0.244706 0.244706
dens 0.248855 0.248855
dens 0.263541 0.263541
dens 0.266151 0.266151
dens 0.252419 0.252419
dens 0.239936 0.239936
dens 0.246259 0.246259
dens 0.256766 0.256766
dens 0.249856 0.249856
dens 0.251378 0.251378
dens 0.232436 0.232436
dens 0.253284 0.253284
dens 0.249584 0.249584
dens 0.243053 0.243053
dens 0.251405 0.251405
dens 0.25352 0.25352
dens 0.267786 0.267786
dens 0.248156 0.248156
dens 0.238961 0.238961
dens 0.243908 0.243908
dens 0.277158 0.277158
dens 0.258845 0.258845
dens 0.272179 0.272179
dens 0.24732 0.24732
dens 0.245459 0.245459
dens 0.251705 0.251705
dens 0.248994 0.248994
dens 0.274259 0.274259
dens 0.249826 0.249826
dens 0.250569 0.250569
dens 0.231401 0.231401
dens 0.248338 0.248338
dens 0.258404 0.258404
dens 0.250737 0.250737
dens 0.239185 0.239185
dens 0.24442 0.24442
dens 0.258562 0.258562
dens 0.266209 0.266209
dens 0.259335 0.259335
dens 0.267822 0.267822
dens 0.247617 0.247617
dens 0.239171 0.239171
dens 0.259642 0.259642
dens 0.28333 0.28333
dens 0.268496 0.268496
dens 0.250646 0.250646
dens 0.246357 0.246357
dens 0.253907 0.253907
dens 0.269141 0.269141
dens 0.253826 0.253826
dens 0.256283 0.256283
dens 0.257765 0.257765
dens 0.249355 0.249355
dens 0.236441 0.236441
dens 0.268385 0.268385
dens 0.250645 0.250645
dens 0.267299 0.267299
dens 0.239214 0.239214
dens 0.242734 0.242734
dens 0.251158 0.251158
dens 0.259023 0.259023
dens 0.258645 0.258645
dens 0.256785 0.256785
dens 0.270386 0.270386
dens 0.26024 0.26024
dens 0.243118 0.243118
dens 0.252696 0.252696
dens 0.269815 0.269815
dens 0.239798 0.239798
dens 0.252659 0.252659
dens 0.258566 0.258566
dens 0.233152 0.233152
dens 0.255295 0.255295
dens 0.25669 0.25669
dens 0.248156 0.248156
dens 0.24959 0.24959
dens 0.258627 0.258627
dens 0.243361 0.243361
dens 0.239222 0.239222
dens 0.245579 0.245579
dens 0.254881 0.254881
dens 0.255491 0.255491
dens 0.252293 0.252293
dens 0.246955 0.246955
dens 0.241045 0.241045
dens 0.253939 0.253939
dens 0.25853 0.25853
dens 0.25877 0.25877
dens 0.247976 0.247976
dens 0.265261 0.265261
dens 0.264005 0.264005
dens 0.26712 0.26712
dens 0.265713 0.265713
dens 0.243146 0.243146
dens 0.264396 0.264396
dens 0.260246 0.260246
dens 0.255533 0.255533
dens 0.239972 0.239972
dens 0.241967 0.241967
dens 0.269982 0.269982
dens 0.257363 0.257363
dens 0.256929 0.256929
dens 0.267716 0.267716
dens 0.24036 0.24036
dens 0.239645 0.239645
dens 0.253675 0.253675
dens 0.247076 0.247076
dens 0.249208 0.249208
dens 0.252703 0.252703
dens 0.249442 0.249442
dens 0.253053 0.253053
dens 0.250849 0.250849
dens 0.261711 0.261711
dens 0.252377 0.252377
dens 0.243344 0.243344
dens 0.242136 0.242136
dens 0.259527 0.259527
dens 0.249159 0.249159
dens 0.246165 0.246165
dens 0.249132 0.249132
dens 0.262455 0.262455
dens 0.254741 0.254741
dens 0.276779 0.276779
dens 0.27196 0.27196
dens 0.26264 0.26264
dens 0.280408 0.280408
dens 0.247961 0.247961
dens 0.237486 0.237486
dens 0.269125 0.269125
dens 0.260583 0.260583
dens 0.252025 0.252025
dens 0.253016 0.253016
dens 0.260451 0.260451
dens 0.260791 0.260791
dens 0.253318 0.253318
dens 0.267989 0.267989
dens 0.264495 0.264495
dens 0.253321 0.253321
dens 0.275337 0.275337
dens 0.240693 0.240693
dens 0.275654 0.275654
dens 0.2602 0.2602
dens 0.248257 0.248257
dens 0.249879 0.249879
dens 0.248744 0.248744
dens 0.246916 0.246916
dens 0.259882 0.259882
dens 0.280382 0.280382
dens 0.252931 0.252931
dens 0.267758 0.267758
dens 0.262735 0.262735
dens 0.245523 0.245523
dens 0.252385 0.252385
dens 0.255002 0.255002
dens 0.277194 0.277194
dens 0.243776 0.243776
dens 0.253315 0.253315
dens 0.24815 0.24815
dens 0.262923 0.262923
dens 0.251645 0.251645
dens 0.254537 0.254537
dens 0.24692 0.24692
dens 0.255552 0.255552
dens 0.257702 0.257702
dens 0.255933 0.255933
dens 0.25623 0.25623
dens 0.26821 0.26821
dens 0.248848 0.248848
dens 0.255807 0.255807
dens 0.260852 0.260852
dens 0.271207 0.271207
dens 0.252965 0.252965
dens 0.255942 0.255942
dens 0.267017 0.267017
dens 0.274918 0.274918
dens 0.252022 0.252022
dens 0.245715 0.245715
dens 0.257587 0.257587
dens 0.239662 0.239662
dens 0.247871 0.247871
dens 0.275368 0.275368
dens 0.2543 0.2543
dens 0.263788 0.263788
dens 0.262178 0.262178
dens 0.256821 0.256821
dens 0.27246 0.27246
dens 0.274355 0.274355
dens 0.236032 0.236032
dens 0.252379 0.252379
dens 0.247225 0.247225
dens 0.264257 0.264257
dens 0.275172 0.275172
dens 0.268299 0.268299
dens 0.275066 0.275066
dens 0.278117 0.278117
dens 0.28962 0.28962
dens 0.246661 0.246661
dens 0.253813 0.253813
dens 0.262005 0.262005
dens 0.245488 0.245488
dens 0.256699 0.256699
dens 0.258001 0.258001
dens 0.260009 0.260009
dens 0.248201 0.248201
dens 0.245884 0.245884
dens 0.274286 0.274286
dens 0.260858 0.260858
dens 0.25582 0.25582
dens 0.27181 0.27181
dens 0.259308 0.259308
dens 0.268136 0.268136
dens 0.272827 0.272827
dens 0.248149 0.248149
dens 0.251078 0.251078
dens 0.267804 0.267804
dens 0.254483 0.254483
dens 0.258817 0.258817
dens 0.242937 0.242937
dens 0.239907 0.239907
dens 0.25249 0.25249
dens 0.268659 0.268659
dens 0.27121 0.27121
dens 0.254709 0.254709
dens 0.257894 0.257894
dens 0.260609 0.260609
dens 0.242312 0.242312
dens 0.255572 0.255572
dens 0.256893 0.256893
dens 0.275832 0.275832
dens 0.250519 0.250519
dens 0.253142 0.253142
dens 0.252095 0.252095
dens 0.264817 0.264817
dens 0.250396 0.250396
dens 0.261429 0.261429
dens 0.264553 0.264553
dens 0.269052 0.269052
dens 0.259233 0.259233
dens 0.266725 0.266725
dens 0.270199 0.270199
dens 0.249923 0.249923
dens 0.251914 0.251914
dens 0.251614 0.251614
dens 0.24561 0.24561
dens 0.253196 0.253196
dens 0.273589 0.273589
dens 0.260106 0.260106
dens 0.246488 0.246488
dens 0.273524 0.273524
dens 0.272261 0.272261
dens 0.280817 0.280817
dens 0.293153 0.293153
dens 0.257914 0.257914
dens 0.259065 0.259065
dens 0.261935 0.261935
dens 0.248774 0.248774
dens 0.257108 0.257108
dens 0.259314 0.259314
dens 0.256336 0.256336
dens 0.264639 0.264639
dens 0.269601 0.269601
dens 0.260394 0.260394
dens 0.261992 0.261992
dens 0.26573 0.26573
dens 0.267207 0.267207
dens 0.264356 0.264356
dens 0.252983 0.252983
dens 0.249941 0.249941
dens 0.26189 0.26189
dens 0.254911 0.254911
dens 0.273172 0.273172
dens 0.264673 0.264673
dens 0.260011 0.260011
dens 0.243153 0.243153
dens 0.251644 0.251644
dens 0.248526 0.248526
dens 0.260668 0.260668
dens 0.28261 0.28261
dens 0.252889 0.252889
dens 0.257892 0.257892
dens 0.265497 0.265497
dens 0.265482 0.265482
dens 0.256739 0.256739
dens 0.252426 0.252426
dens 0.263715 0.263715
dens 0.284249 0.284249
dens 0.251094 0.251094
dens 0.262319 0.262319
dens 0.253049 0.253049
dens 0.255891 0.255891
dens 0.241568 0.241568
dens 0.255457 0.255457
dens 0.248788 0.248788
dens 0.254119 0.254119
dens 0.262546 0.262546
dens 0.270137 0.270137
dens 0.275605 0.275605
dens 0.264284 0.264284
dens 0.257842 0.257842
dens 0.276742 0.276742
dens 0.262739 0.262739
dens 0.255692 0.255692
dens 0.267989 0.267989
dens 0.261705 0.261705
dens 0.274391 0.274391
dens 0.284216 0.284216
dens 0.241867 0.241867
dens 0.245829 0.245829
dens 0.26899 0.26899
dens 0.261762 0.261762
dens 0.269745 0.269745
dens 0.251162 0.251162
dens 0.255716 0.255716
dens 0.253248 0.253248
dens 0.262821 0.262821
dens 0.265694 0.265694
dens 0.25755 0.25755
dens 0.253142 0.253142
dens 0.268456 0.268456
dens 0.266246 0.266246
dens 0.27951 0.27951
dens 0.275281 0.275281
dens 0.256964 0.256964
dens 0.261755 0.261755
dens 0.25197 0.25197
dens 0.276297 0.276297
dens 0.251982 0.251982
dens 0.264597 0.264597
dens 0.251788 0.251788
dens 0.266765 0.266765
dens 0.269513 0.269513
dens 0.280149 0.280149
dens 0.265366 0.265366
dens 0.237112 0.237112
dens 0.255506 0.255506
dens 0.267396 0.267396
dens 0.271828 0.271828
dens 0.274566 0.274566
dens 0.267114 0.267114
dens 0.269874 0.269874
dens 0.2953 0.2953
dens 0.26683 0.26683
dens 0.256882 0.256882
dens 0.266129 0.266129
dens 0.261792 0.261792
dens 0.258243 0.258243
dens 0.25514 0.25514
dens 0.258169 0.258169
dens 0.280919 0.280919
dens 0.293403 0.293403
dens 0.285912 0.285912
dens 0.280428 0.280428
dens 0.241221 0.241221
dens 0.26545 0.26545
dens 0.253836 0.253836
dens 0.253463 0.253463
dens 0.265598 0.265598
dens 0.297987 0.297987
dens 0.253129 0.253129
dens 0.269038 0.269038
dens 0.276898 0.276898
dens 0.268509 0.268509
dens 0.264577 0.264577
dens 0.286423 0.286423
dens 0.238918 0.238918
dens 0.282556 0.282556
dens 0.279099 0.279099
dens 0.252892 0.252892
dens 0.275521 0.275521
dens 0.250838 0.250838
dens 0.268542 0.268542
dens 0.294112 0.294112
dens 0.261502 0.261502
dens 0.26092 0.26092
dens 0.281998 0.281998
dens 0.265432 0.265432
dens 0.26274 0.26274
dens 0.264749 0.264749
dens 0.261496 0.261496
dens 0.27306 0.27306
dens 0.277314 0.277314
dens 0.271504 0.271504
dens 0.280634 0.280634
dens 0.272296 0.272296
dens 0.27171 0.27171
dens 0.252648 0.252648
dens 0.264581 0.264581
dens 0.263049 0.263049
dens 0.266026 0.266026
dens 0.264163 0.264163
dens 0.242076 0.242076
dens 0.28743 0.28743
dens 0.297221 0.297221
dens 0.260496 0.260496
dens 0.284099 0.284099
dens 0.295129 0.295129
dens 0.26774 0.26774
dens 0.2822 0.2822
dens 0.275628 0.275628
dens 0.272687 0.272687
dens 0.251719 0.251719
dens 0.249293 0.249293
dens 0.250157 0.250157
dens 0.278899 0.278899
dens 0.270356 0.270356
dens 0.257784 0.257784
dens 0.286115 0.286115
dens 0.276591 0.276591
dens 0.274276 0.274276
dens 0.268679 0.268679
dens 0.286501 0.286501
dens 0.256443 0.256443
dens 0.293161 0.293161
dens 0.265848 0.265848
dens 0.267333 0.267333
dens 0.285969 0.285969
dens 0.264835 0.264835
dens 0.273566 0.273566
dens 0.277659 0.277659
dens 0.264698 0.264698
dens 0.280752 0.280752
dens 0.277375 0.277375
dens 0.273274 0.273274
dens 0.265111 0.265111
dens 0.254472 0.254472
dens 0.27562 0.27562
dens 0.285051 0.285051
dens 0.281968 0.281968
dens 0.286567 0.286567
dens 0.257536 0.257536
dens 0.265571 0.265571
dens 0.27769 0.27769
dens 0.271716 0.271716
dens 0.27481 0.27481
dens 0.26289 0.26289
dens 0.277202 0.277202
dens 0.27263 0.27263
dens 0.256012 0.256012
dens 0.284706 0.284706
dens 0.270809 0.270809
dens 0.279224 0.279224
dens 0.26367 0.26367
dens 0.266243 0.266243
dens 0.259716 0.259716
dens 0.278938 0.278938
dens 0.28265 0.28265
dens 0.256164 0.256164
dens 0.278049 0.278049
dens 0.267071 0.267071
dens 0.268739 0.268739
dens 0.263424 0.263424
dens 0.268665 0.268665
dens 0.284438 0.284438
dens 0.284923 0.284923
dens 0.246873 0.246873
dens 0.271829 0.271829
dens 0.293142 0.293142
dens 0.271236 0.271236
dens 0.259264 0.259264
dens 0.261121 0.261121
dens 0.271869 0.271869
dens 0.282126 0.282126
dens 0.297853 0.297853
dens 0.263506 0.263506
dens 0.293766 0.293766
dens 0.253047 0.253047
dens 0.292324 0.292324
dens 0.254531 0.254531
dens 0.289312 0.289312
dens 0.261633 0.261633
dens 0.278561 0.278561
dens 0.292941 0.292941
dens 0.293941 0.293941
dens 0.291697 0.291697
dens 0.265028 0.265028
dens 0.286672 0.286672
dens 0.270875 0.270875
dens 0.284536 0.284536
dens 0.264538 0.264538
dens 0.281295 0.281295
dens 0.281518 0.281518
dens 0.280609 0.280609
dens 0.264888 0.264888
dens 0.289376 0.289376
dens 0.270097 0.270097
dens 0.288129 0.288129
dens 0.267435 0.267435
dens 0.247311 0.247311
dens 0.307888 0.307888
dens 0.256331 0.256331
dens 0.273671 0.273671
dens 0.250875 0.250875
dens 0.2773 0.2773
dens 0.250016 0.250016
dens 0.260334 0.260334
dens 0.243709 0.243709
dens 0.26971 0.26971
dens 0.279181 0.279181
dens 0.266456 0.266456
dens 0.266827 0.266827
dens 0.253267 0.253267
dens 0.25491 0.25491
dens 0.259534 0.259534
dens 0.305968 0.305968
dens 0.27905 0.27905
dens 0.272556 0.272556
dens 0.294141 0.294141
dens 0.247681 0.247681
dens 0.261589 0.261589
dens 0.2739 0.2739
dens 0.274332 0.274332
dens 0.261115 0.261115
dens 0.250861 0.250861
dens 0.273066 0.273066
dens 0.273364 0.273364
dens 0.280106 0.280106
dens 0.293812 0.293812
dens 0.271794 0.271794
dens 0.261338 0.261338
dens 0.271017 0.271017
dens 0.265409 0.265409
dens 0.269895 0.269895
dens 0.270262 0.270262
dens 0.263507 0.263507
dens 0.255355 0.255355
dens 0.307845 0.307845
dens 0.275246 0.275246
dens 0.270156 0.270156
dens 0.305531 0.305531
dens 0.268546 0.268546
dens 0.277493 0.277493
dens 0.29192 0.29192
dens 0.296533 0.296533
dens 0.269102 0.269102
dens 0.265408 0.265408
dens 0.306772 0.306772
dens 0.279024 0.279024
dens 0.273394 0.273394
dens 0.28528 0.28528
dens 0.270555 0.270555
dens 0.283593 0.283593
dens 0.253913 0.253913
dens 0.292089 0.292089
dens 0.328201 0.328201
dens 0.249447 0.249447
dens 0.26034 0.26034
dens 0.260055 0.260055
dens 0.26909 0.26909
dens 0.270064 0.270064
dens 0.278899 0.278899
dens 0.273403 0.273403
dens 0.308953 0.308953
dens 0.266744 0.266744
dens 0.26971 0.26971
dens 0.268813 0.268813
dens 0.283614 0.283614
dens 0.258232 0.258232
dens 0.264474 0.264474
dens 0.273154 0.273154
dens 0.284518 0.284518
dens 0.263175 0.263175
dens 0.267793 0.267793
dens 0.270778 0.270778
dens 0.26623 0.26623
dens 0.280052 0.280052
dens 0.269974 0.269974
dens 0.281554 0.281554
dens 0.324909 0.324909
dens 0.260115 0.260115
dens 0.288596 0.288596
dens 0.263867 0.263867
dens 0.282781 0.282781
dens 0.309637 0.309637
dens 0.29405 0.29405
dens 0.278004 0.278004
dens 0.2646 0.2646
dens 0.270525 0.270525
dens 0.274334 0.274334
dens 0.252824 0.252824
dens 0.271331 0.271331
dens 0.273445 0.273445
dens 0.275413 0.275413
dens 0.285026 0.285026
dens 0.27767 0.27767
dens 0.292304 0.292304
dens 0.292933 0.292933
dens 0.298587 0.298587
dens 0.274727 0.274727
dens 0.272813 0.272813
dens 0.285387 0.285387
dens 0.286604 0.286604
dens 0.257425 0.257425
dens 0.314996 0.314996
dens 0.264825 0.264825
dens 0.274254 0.274254
dens 0.278195 0.278195
dens 0.257828 0.257828
dens 0.25794 0.25794
dens 0.279978 0.279978
dens 0.27996 0.27996
dens 0.281212 0.281212
dens 0.275282 0.275282
dens 0.259837 0.259837
dens 0.272083 0.272083
dens 0.267245 0.267245
dens 0.266311 0.266311
dens 0.29883 0.29883
dens 0.256699 0.256699
dens 0.241158 0.241158
dens 0.286581 0.286581
dens 0.271282 0.271282
dens 0.282142 0.282142
dens 0.271104 0.271104
dens 0.25217 0.25217
dens 0.286714 0.286714
dens 0.258349 0.258349
dens 0.30301 0.30301
dens 0.280328 0.280328
dens 0.273592 0.273592
dens 0.259318 0.259318
dens 0.298421 0.298421
dens 0.291165 0.291165
dens 0.288665 0.288665
dens 0.29895 0.29895
dens 0.29403 0.29403
dens 0.275666 0.275666
dens 0.274793 0.274793
dens 0.277119 0.277119
dens 0.28351 0.28351
dens 0.274502 0.274502
dens 0.261834 0.261834
dens 0.265531 0.265531
dens 0.278327 0.278327
dens 0.273166 0.273166
dens 0.248685 0.248685
dens 0.250265 0.250265
dens 0.266834 0.266834
dens 0.266601 0.266601
dens 0.265086 0.265086
dens 0.289313 0.289313
dens 0.272289 0.272289
dens 0.275579 0.275579
dens 0.288434 0.288434
dens 0.307395 0.307395
dens 0.271325 0.271325
dens 0.277184 0.277184
dens 0.295355 0.295355
dens 0.264746 0.264746
dens 0.267584 0.267584
dens 0.289621 0.289621
dens 0.258402 0.258402
dens 0.301638 0.301638
dens 0.309135 0.309135
dens 0.27041 0.27041
dens 0.257662 0.257662
dens 0.284134 0.284134
dens 0.306453 0.306453
dens 0.290055 0.290055
dens 0.311037 0.311037
dens 0.275433 0.275433
dens 0.289137 0.289137
dens 0.290742 0.290742
dens 0.260479 0.260479
dens 0.287852 0.287852
dens 0.301518 0.301518
dens 0.26979 0.26979
dens 0.263725 0.263725
dens 0.276737 0.276737
dens 0.299542 0.299542
dens 0.303556 0.303556
dens 0.263186 0.263186
dens 0.285133 0.285133
dens 0.309328 0.309328
dens 0.314442 0.314442
dens 0.301251 0.301251
dens 0.286874 0.286874
dens 0.2854 0.2854
dens 0.293501 0.293501
dens 0.282865 0.282865
dens 0.299875 0.299875
dens 0.276715 0.276715
dens 0.314257 0.314257
dens 0.306092 0.306092
dens 0.26601 0.26601
dens 0.298063 0.298063
dens 0.263263 0.263263
dens 0.257687 0.257687
dens 0.266473 0.266473
dens 0.266918 0.266918
dens 0.289537 0.289537
dens 0.279775 0.279775
dens 0.259218 0.259218
dens 0.277984 0.277984
dens 0.288796 0.288796
dens 0.278971 0.278971
dens 0.296967 0.296967
dens 0.353982 0.353982
dens 0.276181 0.276181
dens 0.293859 0.293859
dens 0.260971 0.260971
dens 0.307053 0.307053
dens 0.290089 0.290089
dens 0.270921 0.270921
dens 0.27561 0.27561
dens 0.330961 0.330961
dens 0.298678 0.298678
dens 0.280131 0.280131
dens 0.294336 0.294336
dens 0.303086 0.303086
dens 0.301473 0.301473
dens 0.291331 0.291331
dens 0.274577 0.274577
dens 0.278613 0.278613
dens 0.269629 0.269629
dens 0.293107 0.293107
dens 0.263545 0.263545
dens 0.269762 0.269762
dens 0.26229 0.26229
dens 0.294507 0.294507
dens 0.282168 0.282168
dens 0.264172 0.264172
dens 0.262272 0.262272
dens 0.274554 0.274554
dens 0.255192 0.255192
dens 0.314145 0.314145
dens 0.283996 0.283996
dens 0.2757 0.2757
dens 0.293801 0.293801
dens 0.288817 0.288817
dens 0.284208 0.284208
dens 0.290949 0.290949
dens 0.300224 0.300224
dens 0.279991 0.279991
dens 0.291133 0.291133
dens 0.319631 0.319631
dens 0.291507 0.291507
dens 0.291403 0.291403
dens 0.259779 0.259779
dens 0.254027 0.254027
dens 0.283189 0.283189
dens 0.278171 0.278171
dens 0.275325 0.275325
dens 0.280328 0.280328
dens 0.271484 0.271484
dens 0.297322 0.297322
dens 0.264255 0.264255
dens 0.268832 0.268832
dens 0.297073 0.297073
dens 0.296316 0.296316
dens 0.295265 0.295265
dens 0.276442 0.276442
dens 0.264335 0.264335
dens 0.274308 0.274308
dens 0.307218 0.307218
dens 0.292361 0.292361
dens 0.295748 0.295748
dens 0.306908 0.306908
dens 0.294479 0.294479
dens 0.297854 0.297854
dens 0.307094 0.307094
dens 0.279541 0.279541
dens 0.293029 0.293029
dens 0.318322 0.318322
dens 0.283148 0.283148
dens 0.293867 0.293867
dens 0.298565 0.298565
dens 0.296882 0.296882
dens 0.272404 0.272404
dens 0.298092 0.298092
dens 0.275367 0.275367
dens 0.257888 0.257888
dens 0.301836 0.301836
dens 0.316211 0.316211
dens 0.288346 0.288346
dens 0.285722 0.285722
dens 0.263148 0.263148
dens 0.277122 0.277122
dens 0.295637 0.295637
dens 0.295994 0.295994
dens 0.300616 0.300616
dens 0.264671 0.264671
dens 0.285606 0.285606
dens 0.298516 0.298516
dens 0.276183 0.276183
dens 0.316348 0.316348
dens 0.289163 0.289163
dens 0.273978 0.273978
dens 0.275671 0.275671
dens 0.317571 0.317571
dens 0.29638 0.29638
dens 0.28474 0.28474
dens 0.275772 0.275772
dens 0.285891 0.285891
dens 0.286354 0.286354
dens 0.287336 0.287336
dens 0.273665 0.273665
dens 0.283391 0.283391
dens 0.28212 0.28212
dens 0.272253 0.272253
dens 0.258874 0.258874
dens 0.294596 0.294596
dens 0.305942 0.305942
dens 0.280535 0.280535
dens 0.267388 0.267388
dens 0.263509 0.263509
dens 0.279728 0.279728
dens 0.295509 0.295509
dens 0.300081 0.300081
dens 0.329029 0.329029
dens 0.287942 0.287942
dens 0.284317 0.284317
dens 0.30915 0.30915
dens 0.325079 0.325079
dens 0.284303 0.284303
dens 0.284192 0.284192
dens 0.276811 0.276811
dens 0.270893 0.270893
dens 0.320021 0.320021
dens 0.302694 0.302694
dens 0.263469 0.263469
dens 0.280643 0.280643
dens 0.2919 0.2919
dens 0.308103 0.308103
dens 0.302827 0.302827
dens 0.292976 0.292976
dens 0.29375 0.29375
dens 0.264669 0.264669
dens 0.274619 0.274619
dens 0.284794 0.284794
dens 0.309392 0.309392
dens 0.290466 0.290466
dens 0.299484 0.299484
dens 0.291696 0.291696
dens 0.274631 0.274631
dens 0.294371 0.294371
dens 0.290104 0.290104
dens 0.289379 0.289379
dens 0.284565 0.284565
dens 0.327048 0.327048
dens 0.282413 0.282413
dens 0.284612 0.284612
dens 0.281285 0.281285
dens 0.29224 0.29224
dens 0.306201 0.306201
dens 0.302976 0.302976
dens 0.285409 0.285409
dens 0.288086 0.288086
dens 0.282941 0.282941
dens 0.302574 0.302574
dens 0.291493 0.291493
dens 0.274486 0.274486
dens 0.28976 0.28976
dens 0.27199 0.27199
dens 0.306853 0.306853
dens 0.277468 0.277468
dens 0.262343 0.262343
dens 0.254427 0.254427
dens 0.284089 0.284089
dens 0.318438 0.318438
dens 0.279897 0.279897
dens 0.2932 0.2932
dens 0.308245 0.308245
dens 0.293736 0.293736
dens 0.270897 0.270897
dens 0.291526 0.291526
dens 0.285491 0.285491
dens 0.273901 0.273901
dens 0.258285 0.258285
dens 0.295405 0.295405
dens 0.260971 0.260971
dens 0.308897 0.308897
dens 0.300144 0.300144
dens 0.299386 0.299386
dens 0.325777 0.325777
dens 0.272968 0.272968
dens 0.279891 0.279891
dens 0.303498 0.303498
dens 0.279228 0.279228
dens 0.280026 0.280026
dens 0.27981 0.27981
dens 0.340398 0.340398
dens 0.330225 0.330225
dens 0.283629 0.283629
dens 0.285431 0.285431
dens 0.297061 0.297061
dens 0.290806 0.290806
dens 0.294682 0.294682
dens 0.296529 0.296529
dens 0.293654 0.293654
dens 0.263719 0.263719
dens 0.277931 0.277931
dens 0.319134 0.319134
dens 0.269446 0.269446
dens 0.298214 0.298214
dens 0.275721 0.275721
dens 0.27394 0.27394
dens 0.300123 0.300123
dens 0.282901 0.282901
dens 0.31667 0.31667
dens 0.328561 0.328561
dens 0.302458 0.302458
dens 0.301878 0.301878
dens 0.284451 0.284451
dens 0.30488 0.30488
dens 0.276216 0.276216
dens 0.281767 0.281767
dens 0.317567 0.317567
dens 0.297682 0.297682
dens 0.285687 0.285687
dens 0.274536 0.274536
dens 0.30184 0.30184
dens 0.323751 0.323751
dens 0.283888 0.283888
dens 0.281834 0.281834
dens 0.294847 0.294847
dens 0.318733 0.318733
dens 0.309436 0.309436
dens 0.33719 0.33719
dens 0.284624 0.284624
dens 0.317247 0.317247
