setup...ptcl num 
dens 0.19935 0.19935
dens 0.185467 0.185467
dens 0.187941 0.187941
dens 0.190744 0.190744
dens 0.193119 0.193119
dens 0.191944 0.191944
dens 0.186765 0.186765
dens 0.185554 0.185554
dens 0.188103 0.188103
dens 0.189479 0.189479
dens 0.192568 0.192568
dens 0.186842 0.186842
dens 0.188889 0.188889
dens 0.188774 0.188774
dens 0.184434 0.184434
dens 0.191266 0.191266
dens 0.19425 0.19425
dens 0.183068 0.183068
dens 0.192552 0.192552
dens 0.191494 0.191494
dens 0.190618 0.190618
dens 0.194331 0.194331
dens 0.184107 0.184107
dens 0.188433 0.188433
dens 0.185559 0.185559
dens 0.184006 0.184006
dens 0.193015 0.193015
dens 0.188435 0.188435
dens 0.187148 0.187148
dens 0.192227 0.192227
dens 0.194725 0.194725
dens 0.188569 0.188569
dens 0.191447 0.191447
dens 0.191518 0.191518
dens 0.189755 0.189755
dens 0.193069 0.193069
dens 0.186738 0.186738
dens 0.193214 0.193214
dens 0.186131 0.186131
dens 0.186833 0.186833
dens 0.194618 0.194618
dens 0.197331 0.197331
dens 0.185328 0.185328
dens 0.191117 0.191117
dens 0.193448 0.193448
dens 0.192913 0.192913
dens 0.189832 0.189832
dens 0.190298 0.190298
dens 0.184978 0.184978
dens 0.191506 0.191506
dens 0.189263 0.189263
dens 0.191779 0.191779
dens 0.189324 0.189324
dens 0.188568 0.188568
dens 0.190826 0.190826
dens 0.191356 0.191356
dens 0.199339 0.199339
dens 0.193619 0.193619
dens 0.190922 0.190922
dens 0.18596 0.18596
dens 0.191414 0.191414
dens 0.190402 0.190402
dens 0.192354 0.192354
dens 0.187172 0.187172
dens 0.193127 0.193127
dens 0.188738 0.188738
dens 0.19415 0.19415
dens 0.188584 0.188584
dens 0.188485 0.188485
dens 0.190703 0.190703
dens 0.193323 0.193323
dens 0.192557 0.192557
dens 0.196484 0.196484
dens 0.191437 0.191437
dens 0.191248 0.191248
dens 0.195989 0.195989
dens 0.188919 0.188919
dens 0.184754 0.184754
dens 0.188864 0.188864
dens 0.189728 0.189728
dens 0.196022 0.196022
dens 0.191425 0.191425
dens 0.194024 0.194024
dens 0.190832 0.190832
dens 0.195202 0.195202
dens 0.189884 0.189884
dens 0.191675 0.191675
dens 0.186693 0.186693
dens 0.189346 0.189346
dens 0.18862 0.18862
dens 0.196639 0.196639
dens 0.193635 0.193635
dens 0.187888 0.187888
dens 0.193492 0.193492
dens 0.19413 0.19413
dens 0.193461 0.193461
dens 0.194001 0.194001
dens 0.194854 0.194854
dens 0.187441 0.187441
dens 0.190812 0.190812
dens 0.191759 0.191759
dens 0.190574 0.190574
dens 0.191013 0.191013
dens 0.191109 0.191109
dens 0.194257 0.194257
dens 0.192 0.192
dens 0.197216 0.197216
dens 0.197132 0.197132
dens 0.194854 0.194854
dens 0.18954 0.18954
dens 0.191299 0.191299
dens 0.190609 0.190609
dens 0.193179 0.193179
dens 0.196044 0.196044
dens 0.19559 0.19559
dens 0.18835 0.18835
dens 0.187489 0.187489
dens 0.187812 0.187812
dens 0.190622 0.190622
dens 0.185918 0.185918
dens 0.198019 0.198019
dens 0.19468 0.19468
dens 0.190809 0.190809
dens 0.189476 0.189476
dens 0.189003 0.189003
dens 0.191726 0.191726
dens 0.189428 0.189428
dens 0.191216 0.191216
dens 0.191648 0.191648
dens 0.196149 0.196149
dens 0.192263 0.192263
dens 0.195472 0.195472
dens 0.187959 0.187959
dens 0.197715 0.197715
dens 0.195078 0.195078
dens 0.192957 0.192957
dens 0.191434 0.191434
dens 0.187577 0.187577
dens 0.193448 0.193448
dens 0.193272 0.193272
dens 0.189753 0.189753
dens 0.193226 0.193226
dens 0.190108 0.190108
dens 0.1911 0.1911
dens 0.19055 0.19055
dens 0.189813 0.189813
dens 0.187375 0.187375
dens 0.187731 0.187731
dens 0.190036 0.190036
dens 0.189854 0.189854
dens 0.191545 0.191545
dens 0.191024 0.191024
dens 0.201448 0.201448
dens 0.189594 0.189594
dens 0.19412 0.19412
dens 0.194981 0.194981
dens 0.200104 0.200104
dens 0.192746 0.192746
dens 0.189482 0.189482
dens 0.193014 0.193014
dens 0.187627 0.187627
dens 0.193346 0.193346
dens 0.196822 0.196822
dens 0.19095 0.19095
dens 0.194361 0.194361
dens 0.189727 0.189727
dens 0.190469 0.190469
dens 0.188961 0.188961
dens 0.194501 0.194501
dens 0.191101 0.191101
dens 0.191656 0.191656
dens 0.191459 0.191459
dens 0.200857 0.200857
dens 0.194982 0.194982
dens 0.188172 0.188172
dens 0.190657 0.190657
dens 0.18896 0.18896
dens 0.19357 0.19357
dens 0.193242 0.193242
dens 0.188487 0.188487
dens 0.191317 0.191317
dens 0.195176 0.195176
dens 0.195401 0.195401
dens 0.196467 0.196467
dens 0.19496 0.19496
dens 0.195826 0.195826
dens 0.189302 0.189302
dens 0.195143 0.195143
dens 0.187774 0.187774
dens 0.192945 0.192945
dens 0.18618 0.18618
dens 0.190924 0.190924
dens 0.197151 0.197151
dens 0.191951 0.191951
dens 0.195736 0.195736
dens 0.197635 0.197635
dens 0.198157 0.198157
dens 0.189337 0.189337
dens 0.189835 0.189835
dens 0.194717 0.194717
dens 0.195666 0.195666
dens 0.191751 0.191751
dens 0.191755 0.191755
dens 0.192314 0.192314
dens 0.197187 0.197187
dens 0.194249 0.194249
dens 0.191745 0.191745
dens 0.195042 0.195042
dens 0.189875 0.189875
dens 0.191064 0.191064
dens 0.184866 0.184866
dens 0.188933 0.188933
dens 0.195126 0.195126
dens 0.187919 0.187919
dens 0.194217 0.194217
dens 0.193676 0.193676
dens 0.188785 0.188785
dens 0.192868 0.192868
dens 0.193887 0.193887
dens 0.192422 0.192422
dens 0.20309 0.20309
dens 0.190331 0.190331
dens 0.191682 0.191682
dens 0.191098 0.191098
dens 0.191147 0.191147
dens 0.191567 0.191567
dens 0.196498 0.196498
dens 0.194413 0.194413
dens 0.191053 0.191053
dens 0.193946 0.193946
dens 0.198286 0.198286
dens 0.194627 0.194627
dens 0.190488 0.190488
dens 0.195064 0.195064
dens 0.19461 0.19461
dens 0.198912 0.198912
dens 0.197888 0.197888
dens 0.193078 0.193078
dens 0.199414 0.199414
dens 0.194372 0.194372
dens 0.19585 0.19585
dens 0.194535 0.194535
dens 0.19986 0.19986
dens 0.193981 0.193981
dens 0.196078 0.196078
dens 0.196088 0.196088
dens 0.192531 0.192531
dens 0.19615 0.19615
dens 0.195606 0.195606
dens 0.194703 0.194703
dens 0.198615 0.198615
dens 0.196521 0.196521
dens 0.193221 0.193221
dens 0.193434 0.193434
dens 0.198339 0.198339
dens 0.192145 0.192145
dens 0.19612 0.19612
dens 0.193274 0.193274
dens 0.195185 0.195185
dens 0.195488 0.195488
dens 0.193422 0.193422
dens 0.193665 0.193665
dens 0.196734 0.196734
dens 0.192582 0.192582
dens 0.196848 0.196848
dens 0.190536 0.190536
dens 0.195047 0.195047
dens 0.192617 0.192617
dens 0.196593 0.196593
dens 0.197849 0.197849
dens 0.196631 0.196631
dens 0.197944 0.197944
dens 0.197705 0.197705
dens 0.195171 0.195171
dens 0.193388 0.193388
dens 0.195553 0.195553
dens 0.198871 0.198871
dens 0.191924 0.191924
dens 0.194165 0.194165
dens 0.196348 0.196348
dens 0.194449 0.194449
dens 0.191355 0.191355
dens 0.195708 0.195708
dens 0.195686 0.195686
dens 0.194843 0.194843
dens 0.193536 0.193536
dens 0.193626 0.193626
dens 0.196463 0.196463
dens 0.193413 0.193413
dens 0.187565 0.187565
dens 0.195452 0.195452
dens 0.192991 0.192991
dens 0.198899 0.198899
dens 0.201745 0.201745
dens 0.186481 0.186481
dens 0.198913 0.198913
dens 0.193906 0.193906
dens 0.19831 0.19831
dens 0.192343 0.192343
dens 0.19309 0.19309
dens 0.193515 0.193515
dens 0.194075 0.194075
dens 0.194707 0.194707
dens 0.194525 0.194525
dens 0.197622 0.197622
dens 0.191117 0.191117
dens 0.197942 0.197942
dens 0.193068 0.193068
dens 0.193155 0.193155
dens 0.200025 0.200025
dens 0.201696 0.201696
dens 0.186572 0.186572
dens 0.19384 0.19384
dens 0.193316 0.193316
dens 0.200677 0.200677
dens 0.197867 0.197867
dens 0.194964 0.194964
dens 0.19468 0.19468
dens 0.191678 0.191678
dens 0.195361 0.195361
dens 0.193149 0.193149
dens 0.191779 0.191779
dens 0.193732 0.193732
dens 0.19946 0.19946
dens 0.191658 0.191658
dens 0.197689 0.197689
dens 0.191367 0.191367
dens 0.202637 0.202637
dens 0.192939 0.192939
dens 0.191385 0.191385
dens 0.193209 0.193209
dens 0.187146 0.187146
dens 0.190795 0.190795
dens 0.191836 0.191836
dens 0.191467 0.191467
dens 0.190218 0.190218
dens 0.188708 0.188708
dens 0.191957 0.191957
dens 0.200649 0.200649
dens 0.196765 0.196765
dens 0.197677 0.197677
dens 0.194238 0.194238
dens 0.198985 0.198985
dens 0.193273 0.193273
dens 0.196192 0.196192
dens 0.195978 0.195978
dens 0.1977 0.1977
dens 0.198807 0.198807
dens 0.197444 0.197444
dens 0.191431 0.191431
dens 0.203377 0.203377
dens 0.202617 0.202617
dens 0.19728 0.19728
dens 0.199476 0.199476
dens 0.195888 0.195888
dens 0.199689 0.199689
dens 0.199612 0.199612
dens 0.203141 0.203141
dens 0.190682 0.190682
dens 0.19263 0.19263
dens 0.194396 0.194396
dens 0.195891 0.195891
dens 0.197038 0.197038
dens 0.19391 0.19391
dens 0.193299 0.193299
dens 0.196116 0.196116
dens 0.194997 0.194997
dens 0.19348 0.19348
dens 0.195677 0.195677
dens 0.199419 0.199419
dens 0.199211 0.199211
dens 0.194863 0.194863
dens 0.194453 0.194453
dens 0.1895 0.1895
dens 0.195441 0.195441
dens 0.190679 0.190679
dens 0.19426 0.19426
dens 0.192594 0.192594
dens 0.192841 0.192841
dens 0.193001 0.193001
dens 0.192237 0.192237
dens 0.202527 0.202527
dens 0.200836 0.200836
dens 0.195467 0.195467
dens 0.204545 0.204545
dens 0.192591 0.192591
dens 0.199882 0.199882
dens 0.188458 0.188458
dens 0.196862 0.196862
dens 0.193561 0.193561
dens 0.193404 0.193404
dens 0.194052 0.194052
dens 0.198835 0.198835
dens 0.19973 0.19973
dens 0.197201 0.197201
dens 0.201976 0.201976
dens 0.197371 0.197371
dens 0.193237 0.193237
dens 0.190194 0.190194
dens 0.194747 0.194747
dens 0.189496 0.189496
dens 0.192285 0.192285
dens 0.19424 0.19424
dens 0.199629 0.199629
dens 0.195035 0.195035
dens 0.197856 0.197856
dens 0.20926 0.20926
dens 0.192165 0.192165
dens 0.194958 0.194958
dens 0.192266 0.192266
dens 0.199839 0.199839
dens 0.198337 0.198337
dens 0.192687 0.192687
dens 0.197352 0.197352
dens 0.19479 0.19479
dens 0.199151 0.199151
dens 0.19402 0.19402
dens 0.193945 0.193945
dens 0.186904 0.186904
dens 0.195646 0.195646
dens 0.194191 0.194191
dens 0.197293 0.197293
dens 0.193776 0.193776
dens 0.196386 0.196386
dens 0.203561 0.203561
dens 0.199362 0.199362
dens 0.195295 0.195295
dens 0.195072 0.195072
dens 0.199246 0.199246
dens 0.195326 0.195326
dens 0.202597 0.202597
dens 0.200582 0.200582
dens 0.195214 0.195214
dens 0.199716 0.199716
dens 0.187015 0.187015
dens 0.196446 0.196446
dens 0.203629 0.203629
dens 0.195928 0.195928
dens 0.198326 0.198326
dens 0.195865 0.195865
dens 0.19541 0.19541
dens 0.197897 0.197897
dens 0.19834 0.19834
dens 0.200479 0.200479
dens 0.198689 0.198689
dens 0.195667 0.195667
dens 0.20225 0.20225
dens 0.192633 0.192633
dens 0.192774 0.192774
dens 0.193179 0.193179
dens 0.196304 0.196304
dens 0.193905 0.193905
dens 0.196951 0.196951
dens 0.193558 0.193558
dens 0.20035 0.20035
dens 0.19436 0.19436
dens 0.198034 0.198034
dens 0.195996 0.195996
dens 0.197322 0.197322
dens 0.193065 0.193065
dens 0.20193 0.20193
dens 0.194613 0.194613
dens 0.198375 0.198375
dens 0.198047 0.198047
dens 0.196622 0.196622
dens 0.19614 0.19614
dens 0.194075 0.194075
dens 0.204149 0.204149
dens 0.193935 0.193935
dens 0.203541 0.203541
dens 0.196036 0.196036
dens 0.205351 0.205351
dens 0.197029 0.197029
dens 0.198414 0.198414
dens 0.200517 0.200517
dens 0.202332 0.202332
dens 0.190584 0.190584
dens 0.192179 0.192179
dens 0.200069 0.200069
dens 0.19681 0.19681
dens 0.194722 0.194722
dens 0.196381 0.196381
dens 0.197569 0.197569
dens 0.195093 0.195093
dens 0.194791 0.194791
dens 0.197632 0.197632
dens 0.195792 0.195792
dens 0.20347 0.20347
dens 0.197268 0.197268
dens 0.197057 0.197057
dens 0.193285 0.193285
dens 0.196095 0.196095
dens 0.192299 0.192299
dens 0.197776 0.197776
dens 0.195748 0.195748
dens 0.195382 0.195382
dens 0.20051 0.20051
dens 0.19465 0.19465
dens 0.201579 0.201579
dens 0.195691 0.195691
dens 0.196218 0.196218
dens 0.196597 0.196597
dens 0.198534 0.198534
dens 0.202394 0.202394
dens 0.200507 0.200507
dens 0.200484 0.200484
dens 0.197483 0.197483
dens 0.196239 0.196239
dens 0.205895 0.205895
dens 0.200482 0.200482
dens 0.195444 0.195444
dens 0.193298 0.193298
dens 0.194589 0.194589
dens 0.193283 0.193283
dens 0.195354 0.195354
dens 0.199731 0.199731
dens 0.198301 0.198301
dens 0.191697 0.191697
dens 0.200773 0.200773
dens 0.194782 0.194782
dens 0.198984 0.198984
dens 0.20141 0.20141
dens 0.192778 0.192778
dens 0.20324 0.20324
dens 0.197204 0.197204
dens 0.193601 0.193601
dens 0.207574 0.207574
dens 0.200853 0.200853
dens 0.198486 0.198486
dens 0.202036 0.202036
dens 0.194503 0.194503
dens 0.203952 0.203952
dens 0.203115 0.203115
dens 0.197618 0.197618
dens 0.195588 0.195588
dens 0.194296 0.194296
dens 0.20837 0.20837
dens 0.201681 0.201681
dens 0.198373 0.198373
dens 0.200669 0.200669
dens 0.203072 0.203072
dens 0.194415 0.194415
dens 0.200262 0.200262
dens 0.198373 0.198373
dens 0.197261 0.197261
dens 0.197923 0.197923
dens 0.201539 0.201539
dens 0.204661 0.204661
dens 0.190537 0.190537
dens 0.20018 0.20018
dens 0.204982 0.204982
dens 0.203012 0.203012
dens 0.195209 0.195209
dens 0.196946 0.196946
dens 0.195723 0.195723
dens 0.203063 0.203063
dens 0.200413 0.200413
dens 0.202893 0.202893
dens 0.197461 0.197461
dens 0.198645 0.198645
dens 0.196628 0.196628
dens 0.205788 0.205788
dens 0.209567 0.209567
dens 0.201795 0.201795
dens 0.201863 0.201863
dens 0.199592 0.199592
dens 0.193465 0.193465
dens 0.198388 0.198388
dens 0.204765 0.204765
dens 0.202527 0.202527
dens 0.199267 0.199267
dens 0.199037 0.199037
dens 0.200533 0.200533
dens 0.194605 0.194605
dens 0.194219 0.194219
dens 0.204509 0.204509
dens 0.200247 0.200247
dens 0.201928 0.201928
dens 0.205603 0.205603
dens 0.196982 0.196982
dens 0.19987 0.19987
dens 0.200326 0.200326
dens 0.201357 0.201357
dens 0.192208 0.192208
dens 0.19997 0.19997
dens 0.200734 0.200734
dens 0.200131 0.200131
dens 0.200408 0.200408
dens 0.197464 0.197464
dens 0.202553 0.202553
dens 0.197572 0.197572
dens 0.20717 0.20717
dens 0.200367 0.200367
dens 0.199196 0.199196
dens 0.19885 0.19885
dens 0.191835 0.191835
dens 0.195089 0.195089
dens 0.20238 0.20238
dens 0.197727 0.197727
dens 0.201541 0.201541
dens 0.194517 0.194517
dens 0.203076 0.203076
dens 0.203618 0.203618
dens 0.197581 0.197581
dens 0.200191 0.200191
dens 0.199101 0.199101
dens 0.197659 0.197659
dens 0.197657 0.197657
dens 0.203276 0.203276
dens 0.202613 0.202613
dens 0.193479 0.193479
dens 0.201341 0.201341
dens 0.20057 0.20057
dens 0.205938 0.205938
dens 0.20049 0.20049
dens 0.195447 0.195447
dens 0.207868 0.207868
dens 0.202743 0.202743
dens 0.198793 0.198793
dens 0.201509 0.201509
dens 0.200555 0.200555
dens 0.201829 0.201829
dens 0.205185 0.205185
dens 0.198021 0.198021
dens 0.204702 0.204702
dens 0.192941 0.192941
dens 0.201681 0.201681
dens 0.201909 0.201909
dens 0.194595 0.194595
dens 0.196604 0.196604
dens 0.192154 0.192154
dens 0.194427 0.194427
dens 0.203379 0.203379
dens 0.200651 0.200651
dens 0.19717 0.19717
dens 0.197503 0.197503
dens 0.19379 0.19379
dens 0.198894 0.198894
dens 0.199249 0.199249
dens 0.197795 0.197795
dens 0.207084 0.207084
dens 0.197646 0.197646
dens 0.200681 0.200681
dens 0.194863 0.194863
dens 0.205518 0.205518
dens 0.203971 0.203971
dens 0.202488 0.202488
dens 0.201029 0.201029
dens 0.193398 0.193398
dens 0.196258 0.196258
dens 0.200734 0.200734
dens 0.201239 0.201239
dens 0.201132 0.201132
dens 0.197371 0.197371
dens 0.197236 0.197236
dens 0.199427 0.199427
dens 0.19613 0.19613
dens 0.200858 0.200858
dens 0.195898 0.195898
dens 0.203557 0.203557
dens 0.200489 0.200489
dens 0.203097 0.203097
dens 0.193502 0.193502
dens 0.202204 0.202204
dens 0.200088 0.200088
dens 0.204877 0.204877
dens 0.194109 0.194109
dens 0.205943 0.205943
dens 0.202356 0.202356
dens 0.198591 0.198591
dens 0.203265 0.203265
dens 0.199641 0.199641
dens 0.195763 0.195763
dens 0.195757 0.195757
dens 0.198319 0.198319
dens 0.198639 0.198639
dens 0.208947 0.208947
dens 0.196031 0.196031
dens 0.201172 0.201172
dens 0.203205 0.203205
dens 0.196899 0.196899
dens 0.194825 0.194825
dens 0.200954 0.200954
dens 0.205667 0.205667
dens 0.206136 0.206136
dens 0.200745 0.200745
dens 0.205249 0.205249
dens 0.200929 0.200929
dens 0.197706 0.197706
dens 0.20501 0.20501
dens 0.204854 0.204854
dens 0.202564 0.202564
dens 0.197847 0.197847
dens 0.199601 0.199601
dens 0.200205 0.200205
dens 0.196098 0.196098
dens 0.197298 0.197298
dens 0.199941 0.199941
dens 0.198959 0.198959
dens 0.196025 0.196025
dens 0.198335 0.198335
dens 0.203543 0.203543
dens 0.202044 0.202044
dens 0.201018 0.201018
dens 0.19994 0.19994
dens 0.201425 0.201425
dens 0.208123 0.208123
dens 0.203217 0.203217
dens 0.199763 0.199763
dens 0.200654 0.200654
dens 0.196131 0.196131
dens 0.203853 0.203853
dens 0.199281 0.199281
dens 0.20984 0.20984
dens 0.199254 0.199254
dens 0.199753 0.199753
dens 0.202795 0.202795
dens 0.204851 0.204851
dens 0.197185 0.197185
dens 0.206449 0.206449
dens 0.209688 0.209688
dens 0.202166 0.202166
dens 0.205562 0.205562
dens 0.195017 0.195017
dens 0.202475 0.202475
dens 0.193165 0.193165
dens 0.201201 0.201201
dens 0.199247 0.199247
dens 0.204737 0.204737
dens 0.203681 0.203681
dens 0.200095 0.200095
dens 0.209364 0.209364
dens 0.195413 0.195413
dens 0.196357 0.196357
dens 0.204759 0.204759
dens 0.204887 0.204887
dens 0.196545 0.196545
dens 0.207551 0.207551
dens 0.202663 0.202663
dens 0.193058 0.193058
dens 0.19917 0.19917
dens 0.197705 0.197705
dens 0.201787 0.201787
dens 0.19952 0.19952
dens 0.197771 0.197771
dens 0.205974 0.205974
dens 0.199715 0.199715
dens 0.204523 0.204523
dens 0.199467 0.199467
dens 0.200739 0.200739
dens 0.203887 0.203887
dens 0.204338 0.204338
dens 0.202625 0.202625
dens 0.200526 0.200526
dens 0.194494 0.194494
dens 0.203585 0.203585
dens 0.198479 0.198479
dens 0.197543 0.197543
dens 0.204614 0.204614
dens 0.193992 0.193992
dens 0.20385 0.20385
dens 0.199789 0.199789
dens 0.199251 0.199251
dens 0.200897 0.200897
dens 0.203108 0.203108
dens 0.207925 0.207925
dens 0.198959 0.198959
dens 0.20689 0.20689
dens 0.202397 0.202397
dens 0.202377 0.202377
dens 0.201594 0.201594
dens 0.202303 0.202303
dens 0.197092 0.197092
dens 0.19536 0.19536
dens 0.207709 0.207709
dens 0.206618 0.206618
dens 0.20762 0.20762
dens 0.209528 0.209528
dens 0.20391 0.20391
dens 0.202926 0.202926
dens 0.207789 0.207789
dens 0.199654 0.199654
dens 0.207047 0.207047
dens 0.200438 0.200438
dens 0.214733 0.214733
dens 0.201924 0.201924
dens 0.202483 0.202483
dens 0.199504 0.199504
dens 0.200288 0.200288
dens 0.204336 0.204336
dens 0.198316 0.198316
dens 0.201377 0.201377
dens 0.206971 0.206971
dens 0.197393 0.197393
dens 0.201328 0.201328
dens 0.201912 0.201912
dens 0.19907 0.19907
dens 0.205279 0.205279
dens 0.207499 0.207499
dens 0.203493 0.203493
dens 0.199002 0.199002
dens 0.197645 0.197645
dens 0.195096 0.195096
dens 0.202438 0.202438
dens 0.20505 0.20505
dens 0.207422 0.207422
dens 0.20611 0.20611
dens 0.203251 0.203251
dens 0.207746 0.207746
dens 0.200433 0.200433
dens 0.202555 0.202555
dens 0.202003 0.202003
dens 0.199091 0.199091
dens 0.203636 0.203636
dens 0.202018 0.202018
dens 0.195786 0.195786
dens 0.203483 0.203483
dens 0.2 0.2
dens 0.199205 0.199205
dens 0.210122 0.210122
dens 0.200805 0.200805
dens 0.202733 0.202733
dens 0.206695 0.206695
dens 0.205755 0.205755
dens 0.208316 0.208316
dens 0.207315 0.207315
dens 0.201381 0.201381
dens 0.204875 0.204875
dens 0.201465 0.201465
dens 0.207394 0.207394
dens 0.196278 0.196278
dens 0.20279 0.20279
dens 0.199066 0.199066
dens 0.203454 0.203454
dens 0.204932 0.204932
dens 0.207418 0.207418
dens 0.201071 0.201071
dens 0.203183 0.203183
dens 0.200955 0.200955
dens 0.20055 0.20055
dens 0.195719 0.195719
dens 0.207045 0.207045
dens 0.20341 0.20341
dens 0.202331 0.202331
dens 0.20888 0.20888
dens 0.208794 0.208794
dens 0.199005 0.199005
dens 0.203988 0.203988
dens 0.197593 0.197593
dens 0.205436 0.205436
dens 0.200735 0.200735
dens 0.215663 0.215663
dens 0.204152 0.204152
dens 0.209409 0.209409
dens 0.207873 0.207873
dens 0.207527 0.207527
dens 0.198271 0.198271
dens 0.195095 0.195095
dens 0.206878 0.206878
dens 0.20054 0.20054
dens 0.207975 0.207975
dens 0.201671 0.201671
dens 0.221189 0.221189
dens 0.204605 0.204605
dens 0.204673 0.204673
dens 0.20189 0.20189
dens 0.200617 0.200617
dens 0.197532 0.197532
dens 0.205051 0.205051
dens 0.200919 0.200919
dens 0.204915 0.204915
dens 0.201481 0.201481
dens 0.20687 0.20687
dens 0.208638 0.208638
dens 0.210732 0.210732
dens 0.20654 0.20654
dens 0.209458 0.209458
dens 0.202205 0.202205
dens 0.202835 0.202835
dens 0.199314 0.199314
dens 0.200208 0.200208
dens 0.20975 0.20975
dens 0.2056 0.2056
dens 0.202022 0.202022
dens 0.210033 0.210033
dens 0.200403 0.200403
dens 0.210722 0.210722
dens 0.203518 0.203518
dens 0.204611 0.204611
dens 0.206687 0.206687
dens 0.203557 0.203557
dens 0.21076 0.21076
dens 0.197694 0.197694
dens 0.198949 0.198949
dens 0.205304 0.205304
dens 0.208668 0.208668
dens 0.204032 0.204032
dens 0.200106 0.200106
dens 0.196952 0.196952
dens 0.214268 0.214268
dens 0.205829 0.205829
dens 0.195264 0.195264
dens 0.207727 0.207727
dens 0.201236 0.201236
dens 0.201625 0.201625
dens 0.203298 0.203298
dens 0.198656 0.198656
dens 0.209209 0.209209
dens 0.20264 0.20264
dens 0.198664 0.198664
dens 0.202872 0.202872
dens 0.201972 0.201972
dens 0.203535 0.203535
dens 0.201952 0.201952
dens 0.211694 0.211694
dens 0.20333 0.20333
dens 0.204551 0.204551
dens 0.206782 0.206782
dens 0.200855 0.200855
dens 0.208457 0.208457
dens 0.207789 0.207789
dens 0.20414 0.20414
dens 0.205111 0.205111
dens 0.201761 0.201761
dens 0.204172 0.204172
dens 0.215154 0.215154
dens 0.206015 0.206015
dens 0.201385 0.201385
dens 0.205579 0.205579
dens 0.20644 0.20644
dens 0.20382 0.20382
dens 0.20723 0.20723
dens 0.198747 0.198747
dens 0.207652 0.207652
dens 0.209186 0.209186
dens 0.204693 0.204693
dens 0.201655 0.201655
dens 0.203878 0.203878
dens 0.208832 0.208832
dens 0.199329 0.199329
dens 0.201922 0.201922
dens 0.200419 0.200419
dens 0.201319 0.201319
dens 0.204838 0.204838
dens 0.214065 0.214065
dens 0.203489 0.203489
dens 0.201053 0.201053
dens 0.200038 0.200038
dens 0.198469 0.198469
dens 0.20205 0.20205
dens 0.202994 0.202994
dens 0.206138 0.206138
dens 0.200141 0.200141
dens 0.211619 0.211619
dens 0.207607 0.207607
dens 0.209325 0.209325
dens 0.209804 0.209804
dens 0.201518 0.201518
dens 0.20655 0.20655
dens 0.203709 0.203709
dens 0.205856 0.205856
dens 0.205709 0.205709
dens 0.214625 0.214625
dens 0.210176 0.210176
dens 0.20235 0.20235
dens 0.21277 0.21277
dens 0.209611 0.209611
dens 0.203596 0.203596
dens 0.204895 0.204895
dens 0.195339 0.195339
dens 0.203619 0.203619
dens 0.201261 0.201261
dens 0.20413 0.20413
dens 0.209219 0.209219
dens 0.207104 0.207104
dens 0.208548 0.208548
dens 0.205904 0.205904
dens 0.204102 0.204102
dens 0.203951 0.203951
dens 0.212666 0.212666
dens 0.201196 0.201196
dens 0.208035 0.208035
dens 0.20504 0.20504
dens 0.206008 0.206008
dens 0.206775 0.206775
dens 0.206059 0.206059
dens 0.204319 0.204319
dens 0.200224 0.200224
dens 0.205185 0.205185
dens 0.20615 0.20615
dens 0.207049 0.207049
dens 0.209932 0.209932
dens 0.204512 0.204512
dens 0.207278 0.207278
dens 0.207833 0.207833
dens 0.206968 0.206968
dens 0.208912 0.208912
dens 0.209188 0.209188
dens 0.205488 0.205488
dens 0.2074 0.2074
dens 0.205559 0.205559
dens 0.20804 0.20804
dens 0.204631 0.204631
dens 0.213383 0.213383
dens 0.206514 0.206514
dens 0.203418 0.203418
dens 0.205774 0.205774
dens 0.20457 0.20457
dens 0.207863 0.207863
dens 0.205891 0.205891
dens 0.210198 0.210198
dens 0.203804 0.203804
dens 0.206847 0.206847
dens 0.208663 0.208663
dens 0.197931 0.197931
dens 0.205579 0.205579
dens 0.212083 0.212083
dens 0.20386 0.20386
dens 0.200739 0.200739
dens 0.208536 0.208536
dens 0.204306 0.204306
dens 0.206803 0.206803
dens 0.207527 0.207527
dens 0.212277 0.212277
dens 0.212714 0.212714
dens 0.203104 0.203104
dens 0.201261 0.201261
dens 0.201483 0.201483
dens 0.210263 0.210263
dens 0.201641 0.201641
dens 0.20119 0.20119
dens 0.197968 0.197968
dens 0.199737 0.199737
dens 0.207543 0.207543
dens 0.208031 0.208031
dens 0.204319 0.204319
dens 0.205366 0.205366
dens 0.212785 0.212785
dens 0.208731 0.208731
dens 0.208591 0.208591
dens 0.213949 0.213949
dens 0.211098 0.211098
dens 0.208697 0.208697
dens 0.206767 0.206767
dens 0.199617 0.199617
dens 0.203335 0.203335
dens 0.208482 0.208482
dens 0.210802 0.210802
dens 0.215017 0.215017
dens 0.20388 0.20388
dens 0.20769 0.20769
dens 0.206874 0.206874
dens 0.199468 0.199468
dens 0.203813 0.203813
dens 0.217 0.217
dens 0.203898 0.203898
dens 0.213924 0.213924
dens 0.205177 0.205177
dens 0.205895 0.205895
dens 0.211077 0.211077
dens 0.207929 0.207929
dens 0.215671 0.215671
dens 0.202409 0.202409
dens 0.206518 0.206518
dens 0.209702 0.209702
dens 0.206625 0.206625
dens 0.211003 0.211003
dens 0.210346 0.210346
dens 0.208513 0.208513
dens 0.210501 0.210501
dens 0.205377 0.205377
dens 0.20052 0.20052
dens 0.205302 0.205302
dens 0.209943 0.209943
dens 0.201905 0.201905
dens 0.208398 0.208398
